review_id,user_name,rating,content,date,category
6e6d2fcf-1d2e-44c7-a959-990b29ceef34,Jill Christiansen,1,You can't advance this game without buying things. And even then you get an error message 90% of the time saying that there's an error and you don't have an internet connection and you can't buy things. DUMB. SO I'D SAY THE MAJORITY OF THESE REVIEWS ARE FAKE. I'd like a refund actually of any money that I've spent on this game. I submitted a support ticket days ago and still haven't heard back,2024-11-11,Uncategorized
cfc5b5eb-7610-4971-8391-e35b87615581,Christopher Caras,3,"I just wish there an option in settings ""free to play mode"" that would automatically disable the RELENTLESS in game pop-ups to purchase game items. Also, for DAYS I'll see the same individuals on ""revenge"" but their town is empty/destroyed. I wish we could simply x out anyone we don't want to take revenge against or that those individuals would vanish from our revenge tab after 24 hours.",2024-11-15,Uncategorized
4d6dc693-0b26-4e8c-93c7-5ba54911b175,Diana Gunnlaugsson,1,This game is becoming a ripoff! Everytime I hit the point when I can attack a village it freezes up. I'm disappointed! I used to love playing it but not anymore. I takes Dice away from me. Does anyone else have this problem? It has happened again!,2024-11-11,Uncategorized
4d453747-e5f3-45a9-9cc6-5614503d37b6,Ian Nitto,3,Not as good as I thought the spamming of adds to buy things on the app is insane. After you complete an action 6 - 10 pay to play adds pop up. It's a bit much when you have it happening every 2 min. It is an awesome game and I guess they gotta make money or whatever,2024-11-12,Uncategorized
de6ebde4-4421-4f7d-805b-1490a0e0e97c,#ADVH Funnies & More,1,"This game freezes and kicks you out constantly. You lose winnings and prizes. It's quite annoying. I've complained. It didn't get better, it got worse. Pushy on trying to get you to spend money. It's simply annoying. If they'd fix it. It would be an awesome game.",2024-11-14,Uncategorized
89a83983-8dc6-41f6-970d-ba7b793f3c5e,Cheri R.,1,"I have been playing this game for a couple years, I have spent a lot of money on it as I enjoyed it. The higher you get in level, the less sustainable this game becomes unless you want to give up rent or a car payment. Yesterday I sent them a msg, not at all a rude msg, and today I cannot sign in. This is too bad, as this game was fun, but their greed and unrealistic expectations of their players to spend A LOT of money to accomplish anything has completely destroyed the game.",2024-11-15,Uncategorized
4984f5d9-cea3-469f-b894-95fc938d9724,Krisitie Hanmore,4,"When I first started playing, I never lost coins, however that changed and I lose mad coins all the time, coins should never dissappear. Makes it so I don't want to play. AND on the fight mode, there are rolls on there, but only ever get coins.",2024-11-11,Uncategorized
56d38847-0d97-4f4b-981a-5c56f0228738,Amanda McClellan,5,"UPDATE: I've been playing for over a year now - every day if I can help it. I'm STILL crazy about this game. Just when I think I don't like a feature or an update, it seems to be addressed before I can complain about it. I don't know what I'll do when it comes to an end! I'm addicted! The promos can be a bit much all at once, but ultimately, I love this game! EDIT: I'M OBSESSED!!",2024-11-11,Uncategorized
4b726bec-c93a-4d4b-a842-e76a816d7b30,Danial Groll,2,Game is so pay yo win focused that it has become no fun whatsoever. This is is obvious by the sheer amount of pop-ups you have to deal with just to get to actual game play. Wouldn't waste your time unless you have either endless time or endless money to waste.,2024-11-11,Uncategorized
87fc5f5b-e47a-4403-947b-6c77ed6d7692,Madhavi K,1,Game have some issues. Its not opening and keep on saying that it can't connect to the internet connection. I have wifi at home. And all other apps are working fine. But only this app have problem Edit: its still useless. App is not opening since yesterday nyt.,2024-11-11,Uncategorized
48deba8a-7117-48c0-9c01-1008f09603f8,Andrea,4,"This has been my favorite game.I have spent A TON of money in this game.I MEAN A TON.Anyway,new update comes along and it has been awful!To say the least. Constantly glitching,buggin out, freezing,closing itself out.It always seems to happen at the worst time to!I contact support to be told they are no longer going to support certain devices,moto g,moto stylus etc. and that's a permanent decision for now.But sorry to bad for you basically.If this is true Im giving a -1star.🤞 it's not permanent",2024-11-11,Uncategorized
aa3ed178-6378-405e-8ddd-fd19f20f620a,Spell-bound LB,3,"I've been playing for a little while now, but lately, I've noticed I'm not getting all of my Dice rolls when I buy them‼️🤦‍♀️ Tonight I bought 6-1 and only got 300 rolls when I was supposed to get 400‼️🤔 It's like the 5th or 6th time this has happened to me.. I really love this game, but I can't afford to play it anymore! One more thing that doesn't add up, How the heck after winning literally 100's of shields, I almost run out after only a few attacks⁉️ I feel like I'm being cheated..🤦‍♀️😕",2024-11-13,Uncategorized
ec270eed-9814-4147-8a69-c21a65ab2c43,Vierra Lupa,5,"This game is very addictive and I love playing. However, there are some errors occuring during game which causes missing rewards. Hope you guys solve the problem. All in all, I love it.",2024-11-15,Uncategorized
57e9ce98-599f-4a0f-8979-7cfaa872816f,Kalieynah Izquierdo,5,Fun!!!! Addictive game! I know they don't compensate you for the glitches that happen and take your money for purchases and the game doesn't give you everything promised for your money . They short you on your purchases. Customer service can be very sarcastic and unhelpful at times. But overall great game...,2024-11-11,Uncategorized
d91c01a5-3f28-4d59-8702-70125fdb956a,Ida Mohd nor,1,"Starting game so fun, but after i playing some time i just realized this game just playing trick.. Just hold reward for pending i finish my final stage trail.. I just won tournoment, but not give any reward which could make me end my final stage trail.. So funny.. Just playing trick..",2024-11-15,Uncategorized
c3ac9ec3-b55d-4d29-8ce7-db901032a285,Catherine,5,"Addictive! Parents: It has fun, bright colors and music. The hosts are friendly, Pixar-esque little guys that teach players that rolling dice and earning money is fun. AND if you connect your Facebook, which the game heavily encourages you to do, it flashes your profile picture up to *everyone* who randomly matches with you! So fun!!",2024-11-14,Uncategorized
44ae367a-fd18-4d6d-acd0-a36e426455b6,Chris Brown,1,"14 pop ups in the game about things going on before I could actually get to the game! It's crazy, I just want to load and play, not spend ages closing popups. These aren't ads, they are game related popups, but they are so frustrating!",2024-11-12,Uncategorized
37d9fcaf-19d2-4d0b-a2fa-9dcc48777273,Jasper Lindsey,1,Once again I'm playing the game collected all the items I needed to win the grand prize on the competition and they clearly didn't give it to me so now I'm trying to achieve it when I got it already and it would not show. So many glitches and cheating causes me to this light this game,2024-11-11,Uncategorized
0088b4e0-19c2-4089-9eef-d5eab2ee5cc1,Thor Morrow,5,"Very addictive and fun. The app keeps shutting off I'm the middle of the game for some reason, but so far that's the only problem I've seen. It a very good game and I've been playing it for quite awhile. It's hard but not to hard. I would recommend this game to anyone",2024-11-15,Uncategorized
c783f6c1-ed2d-4031-9365-8b1ca0e5daac,Crystal Fisher,4,"Totally addictive, look forward to playing every day!! However it does freeze up often causing me to close the game, sometimes losing rewards I was in the midst of gathering.",2024-11-11,Uncategorized
979e269d-d547-4a4d-bdd6-2cd6365799fc,Gemini 123,5,"This is a fun relaxing game. The graphics are great. I haven't had to spend any money. Give it a try. Update...I have spent money so I could win prizes. You don't have to spend money to advance, I choose to in order to win certain prizes.",2024-11-14,Uncategorized
4a0881b7-3fb0-4afa-ba31-f31eaca3a035,Stephanie Thompson,2,⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐ Love this game hated the Cashy App that I found the game on but this game is great. 3 Years of playing this game now I'm about to delete it went fron 50 rolls after I finish a building back to 25 when I had 5 rolls left I would be able to watch videos to get 10 rolls don't get that anymore And now my calendar has stopped I don't know what's going on with this App but time to find a new game 😪,2024-11-12,Uncategorized
f3af5cd0-816f-47a1-a52d-3d0c045b5384,Joey Mclochlin,3,Been a fun game there's a few bugs that need tobbe fixed. Since the last update been having a hard time playing. Kicks me off before you start playing and constantly freezing.,2024-11-11,Uncategorized
39bcce0c-c0f7-44f5-a0e7-2e5dd63eed2a,rebeca jensen,2,Love the game my only problem is for some reason I can no longer do anything meaning I can't use any dice I have I can't even click on the rebuild button or anything. The game is not frozen because the characters are walking around,2024-11-11,Uncategorized
4e3350de-0d29-4f42-b249-0afb60f257af,Jeremy j,5,"Fun, Don't have to spend money to progress if you don't want. It can be challenging without paying, but I do enjoy the daily tournaments and other ways to earn in game rewards.",2024-11-15,Uncategorized
a2c8217e-2ef0-40ae-b13e-08acf95df067,A Google user,1,Fully disappointed I spent lot of money to get more dices but all wasted too much bad connectivity and because of this I loose to much money all the time only 1 msg (we have some issue please try again) now I'm regret why I spent lot of money and nobody cares about it 😪 😕 Player ID GD52812105A-VE2C-AKV8 I buy a captain hook offer and they took money from my account and still I didn't get it 😒,2024-11-14,Uncategorized
abdd2cff-f8d3-4801-bbcc-cdf2641c7943,Sinesca Wilson,4,The game was working great until now it wanted me to delete every app in order for me to upgrade the game then I made a purchase to get the next two free items and I was cheated out of that the game freaking sucks this the second time I have paid for something and I didn't get what I paid for I paid to activate dream pass and I didn't get any of my prizes that I paid for the game wanted me to pay again to activate dream pass shaking my head y'all really need to fix this I want my money back,2024-11-13,Uncategorized
add6d3eb-e63a-476a-8be7-b67a15c5da81,Michael,3,Can I get some shields. Havent had shields for like a week! That should be like a daily reward just for logging in!Fun and addictive at first but once you get so far along it becomes very hard to get enough dice to play for longer then 2 min a day,2024-11-12,Uncategorized
980ca013-6a13-4f1c-9b14-5e2df34da592,June Simmes,3,"I like the game however, when Imade a purchase for 4.99 & 12.99 in the pearl climb and finished our and got to the top. I didn't get all of my prize. I was not rewarded my 500 cookies, stickers and dice. This is the only way I know to get someone to fix it. This was just 5 mins ago",2024-11-10,Uncategorized
490ac7c6-254b-4e6a-add9-373ca9ef0fe2,Lena Duverger Cruz,5,"I love this game, I got my hubby hooked on it and although at first I didn't play much of it. Once hubby started playing it was over now we compete with each other and it's always fun. Great job... I just hate all the pop ups before I get to play.",2024-11-15,Uncategorized
313dcb75-ce49-4186-acb8-76785e048cf9,Booga,3,"Cool little game , I just wish the fixed rolls were more on our side, why do all you games have rigged wheel spins, it's so obvious landing on the same rewards 90% of the time. Sad and Pathetic how you guys changed the diamond 💎 features rewards to X1 points for 1 roll then .05 points for 2 or 3 rolls. Guess it's many poor and mentally ill who will fall for the money grab.",2024-11-13,Uncategorized
6402588d-d3c6-4c4d-98a0-f00b11eec702,May Hem,1,"This app malfunctions then Rob you,when you make a purchase it'll log you out then when you log back in you'll only get the first box items without the other two free boxes. This isn't the first time this happened this is the fourth time. With all the time it happened was when I purchased the $3.99-5.99 items. I really enjoy this game but sucks how they set there Ai programming to do such a thing. Ima put this app on blast on social media for robbing users, users signs know before discuss money.",2024-11-13,Uncategorized
7a6897f6-26c2-4fe7-ba12-80e2c8c66065,Eleasha Nelson,4,Good time! You can play for a good bit. My only gripe is all the in-game pop-ups before you get to gameplay. I would play multiple times a day and even spend money if I could get to gameplay quickly.,2024-11-12,Uncategorized
48b07a99-6f40-4f7d-8abd-c7e4e7555ee7,NURUL HUSNA,3,"It's a fun game to play. Just that if you're a non spender person, it might take some times. But overall it's fun one. You get to attack someone else through the dice rolls.",2024-11-14,Uncategorized
2a0cd4e3-2f81-422e-b064-d7dc3aecf0a5,lovely Rena,1,Rip off. The game just close on its own after completing a trail and when I open it back I didnt have the reward. I contact customer service about the missing reward and was told to have a good day. Lol 😆😆😆,2024-11-12,Uncategorized
6e1a7d57-85aa-419a-b28b-01424a942029,Victor Swint,4,"The game in itself is great. The pop-up ads within the game are very annoying. I understand trying to get someone to buy stuff, but it is a little overwhelming.",2024-11-15,Uncategorized
ce192f09-4b68-488f-8631-baa5a2067e10,Andrew Green,5,"Update... Developer made up for the purchase i didn't receive... and the customer service quality was top-notch. Thanks. The loading issue is more my impatience cause there's a lot to load i reality. I wish they didn't ram them in game purchases down your throat, but everyone wants that money, so why not...? Takes forever to load. I've been kicked in the middle of a purchase and didn't receive what I was charged for. Contacted the developer and didn't get anything near what I bought.",2024-11-16,Uncategorized
e02d5d7f-86c1-4d92-b3fb-43dd05350578,Caleb,2,Fun game but the in-game ads for in-game purchases are way too much. Today I had to click out of 17 pop-ups before I can actually play. I counted. 17!!! It's annoying af.,2024-11-12,Uncategorized
f9e73cb7-0395-4aad-98c4-809046f3450d,Beverly Satterfield,5,"I may have a very helpful idea for your game. Where you push to change the amount of dice that are rolled each time, could you possibly put in an addition and subtraction place instead of having to continuously push the same button to get to the amount of dice to be rolled? And on the trails, is there any way you could put it there as well? Just something that popped in my head and it would make it so much easier than to continuously push the same thing to reach the desired amount of dice.",2024-11-16,Uncategorized
f40d4b80-4f5d-4897-828b-ff6459caf05a,Shirley Badger,2,"This game isn't fun in my thinking. Hurting others,tearing up peoples places, and selling items so they can continue stealing and destroying one another is just like what's happening in the world now! Why would you want to do the same as whatever is happening in our time period now? True, you don't hear of everything that's going on, but why are foods,gas,utilities, and building materials so expensive? Things are not getting better,they are changing every day. Open your eyes and see the changes",2024-11-15,Uncategorized
8842f6da-4935-4092-81ff-2c733249b090,NyYahri YisraEL,5,"Love this game. Been playing it for bout a month now. There are no ads but there is constant soliciting to purchasing items needed to win, or get further, etc.",2024-11-15,Uncategorized
3a97b01c-de50-499c-baf0-790f31a6b689,Tenesa Williams,5,Customer service was prompt to respond to my message about not being credited in the game for a purchase. They even gave me a bonus!! And they were very easy to contact.,2024-11-11,Uncategorized
d66bc70e-1a31-43b2-9623-2a45612b6846,Jo Mosley,4,"Awesome game, but sucks that you have to invite friends from contacts instead of from other players. Can't give away extra csrds or play friend games, but I still love the game and seem to be making great progress for free. Thanks!",2024-11-13,Uncategorized
5010758e-763f-491d-ba0d-055fd1426ea5,Aaron Riffe,1,"Use to be fun, but now I can't play it at all. It kept freezing up so I un-installed and reinstalled it. Now it keeps telling me to update it, but when I try, there is no ""update"" option.",2024-11-15,Uncategorized
90b2b53e-100e-4ba1-b14e-b194dc037d81,Marcene Varwig Wheeler,4,The events end too soon there is not enough time to level up as the events take too long to complete in addition I see you make it impossible for folks who choose to play the game free to gain to get as the stickers or keep pets,2024-11-11,Uncategorized
3eb2985c-128b-4ab6-b48d-89a548bc8473,Evelyn Monell,5,"Greatest game, I feel like I always win, when I feel like I'm loosing.....something always pops up and help me win, it's very addictive and intertaining, I recommend it, it's Great!!! 5⭐still GREAT!!!ALWAYS. NEVER STOP PLAYING.",2024-11-15,Uncategorized
9cd2173e-9ac2-4946-85f8-920c8834712d,Marshall Mcinvale,2,"Non stop fun. Stress just rolls away, ive been having problems with app it sliw load everytine and just stops goes to my home screen ive lost purches because it crashes before they load",2024-11-14,Uncategorized
e4a52223-13d1-4914-a9a1-80f9008f27f8,tom jageman,1,"I spent a lot of money buying dice for this game and all of a sudden I bought some more to play and now I can't play, I keep getting a message saying UPDATE NEEDED and after trying to update it, I still can't play, I guess I spent too much money on their app?",2024-11-15,Uncategorized
2e2e8027-f56a-4d7a-bf4e-6b33f89605ea,Gail S. DivineWithNVronica 444DeeThinking,3,Good Game I'm Glad I Was Invited To Play By Someone Else... Update This App Is Fun But It Has A Lot Of Glitches...Right Now It Won't Let Me Purchase Anything...It Keep Saying No WiFi Or Data Which Is Not True...I Have Restarted My Phone... Powered It Off... Uninstall And Reinstalled And It Still Saying The Same Thing..,2024-11-13,Uncategorized
e7e13f55-1b05-4e91-bb7e-1c077354938a,Lakesha Mccallum,1,"I used to love this game but recently it has become a money grab no videos for free rolls, no team events to earn goodies and then my reward purchased wasn't dispensed and it cost $17 I'm ready to stop playing altogether",2024-11-14,Uncategorized
2011efc4-41e4-4323-a0e0-f69a3083dd89,Joanna Stone,5,I love all the sounds the peons make...it just makes me happy to play this game. I love seeing what animal is next...it's challenging but that's what makes it fun! ❤❤❤,2024-11-15,Uncategorized
4e5994c2-bfcd-4169-8ba5-bc7ae452caf7,Lessa Crocker,4,Really cute and fun game. Support answered my questions about missing rewards. It may not have made me happy that they claimed my friends didn't use my link but it'll be okay. I still play it daily.,2024-11-15,Uncategorized
2d0506cd-ae10-4650-9778-c55161e72348,Michelle Swearingen,3,"I love the game, but even when it's updated, it doesn't load everything. I may uninstall if the issue isn't fixed. It's a shame because I have played for a very long time.",2024-11-15,Uncategorized
6c9d2f14-d87e-4cbc-85f1-4b3edfb6cc16,Octavia Cunningham,4,Wonderful. I really enjoy the updates as well. Great graphics. A few bugs. Game didn't give me pizes I won in first place tournament.,2024-11-15,Uncategorized
045141fd-4bef-4534-802a-74887427142f,RA GC,1,"Awful. Was a great game, but when you realize they exploit the things that create addictions, you soon discover you're paying for rolls and other things that progress your game. And for what? Congratulations, you're now feeding a gambling addiction. I had to cut loose and uninstall the game, about a month ago. Turns out, all the little purchases added up to more than $400 in 2 months. DO NOT FALL INTO THIS TRAP... First and LAST time I'll ever spend money on a mobile game. They almost got me.",2024-11-11,Uncategorized
9ce482e6-2919-400f-ac99-9f72c125ddc4,michelle,4,"My All Time Favorite Game❤️, Unfortunately Due To Many Issues (or Glitches as the DICE DREAMS Team calls them) and Constant Back and Forth Without Any Resolution I'M THINKING IT'S TIME TO FIND A NEW FAVORITE GAME 🙁 (Actually TODAY I RECEIVED Acknowledgement of Problems/ISSUES SO I'M FEELING A RENEWED JOY OF PLAYING MY FAVORITE GAME🎯), KEEP UP THE GOOD WORK DICE DREAM TEAM AND I'LL BE GIVING A FULL 5⭐🥳😲",2024-11-16,Uncategorized
6f64ed7f-4704-4f7b-9502-79490eadbc8b,Jessica Jones,3,Love the game but have been dealing with bugs in the game I have been clearing cookies and unstaling and installing starting and restarting my phone still dealing with bug in the game fix the bug problem in this game and it will be an amazing game,2024-11-14,Uncategorized
2410be8d-af57-4cdf-9ce4-d10f384e44ee,Constantin Costy,4,"Is there a reason why I'm getting 25 dice instead of 50 after finishing a building to build? Also, why do other players get dice for every level they build and I'm getting only after the building is finished?",2024-11-12,Uncategorized
101fdfab-5990-4ade-b5f9-5de3699e47aa,Kayla Sutton,3,So the game has glitched on me a few times with the pixies. I've lost over 400 rolls because the game gives it to me I hit again to collect and then it doesn't go into my dice counter.,2024-11-13,Uncategorized
119a0270-ea70-4ae4-9f38-ee38700c1bd6,Crystal Sullivan,1,"I'm on level 75 with 70,100 plus rolls and I would trade the 70,000 rolls for 3 billion peon dollars. The higher you go the more ridiculously high the quests goals are so I've missed out on A LOT of money I could've won.",2024-11-14,Uncategorized
681e8a9f-15a1-48d3-ba20-812dc16c6984,Shype RedGator,1,"I mean the update just ruined this Game, Used to be easy to level up, Not since you need to reach a certain level in a certain amount of time for another site to earn, Has become a serious cash grab, Just like all th me others, You ruined dice dreams",2024-11-13,Uncategorized
ecc694e8-6445-4377-844c-ebe331efa379,Bobbi Gillespie,5,I CAN'T GET ENOUGH OF THIS GAME! This is my favorite game to play on my phone! I really enjoy the little peon's laugh before he launches for an attack and watching the beautiful bright colors of the pixies.,2024-11-14,Uncategorized
5bbb9235-ff3f-4393-9e86-e14474508470,Gangsta Leene,4,"It's a Great Game, but the update about terms and conditions and fine print made me Uninstall, total copy of Monopoly GO anyways, but still fun enough.",2024-11-13,Uncategorized
669998b0-a5c6-467b-b8b4-3f8a7941dd3f,Denise Oldham,5,Awesome!!! AWESOME 👌It's so Fun you win and I Enjoy Still Enjoy the cheapest prices in all 5 of the games I play,2024-11-16,Uncategorized
1a568109-9914-4174-801c-7e7608ecad47,Travis Fisher,5,at first I thought it was a knock off of monopoly go. after playing it for a while I realized it gives so much more. it has a lot more to do that makes this game fun.,2024-11-13,Uncategorized
dc1c3463-1104-4912-b699-04588f2755c1,Christine Trent,4,Sometimes my game crashes after ive been playing awile.then all the progress i made didnt save then i have to do it all over again!!!,2024-11-10,Uncategorized
8ba4b69b-fb1e-4c19-bcbe-ce500b87b6ab,Olivia Di Bella,4,The app is non stop glitching recently. I can't play bc it keeps doing event pop ups I already clicked.,2024-11-15,Uncategorized
e8ec4f26-73a4-4206-9ad1-c4ed72159700,Diana McCann,2,"The game won't stay open long enough to play...Why.. The game opens then returns back to my home page, I've done a clean of my tablet and cleared the catch, but no better, please advise to help me Thank you",2024-11-12,Uncategorized
3d827dca-8ba8-4264-ab35-f66a81b70c4a,Dan Felska,1,"Literally 7 pop up ads everytime you run out of ""energy"", open the game, try to close the game. An absolute disaster of forced ""BUY THIS SPECIAL THING FOR $1"" pop ups.",2024-11-15,Uncategorized
6e6d59b2-2c98-4b67-adff-9b47055c608b,Ron Tetreault,5,So far It is fun . Love the characters. However I don't use face book so will not get my coins. Other than that hope the coins keep up.,2024-11-11,Uncategorized
94b27a97-2437-4d47-9375-9a405e77ab3d,Birdie Fontes,4,So far so good I'm completely addicted lol I love this game!! Can't get enough lol I love this new push button plinko side game excellent job dice dreams! Way 2 always switch it up!!,2024-11-14,Uncategorized
41e2c3d7-82f0-4084-b07f-fd68d7d565dd,mary moynahan,2,I like playing but regularly get ripped off. It just dropped 10 billion points from my score. Also I win features but don't get the prizes.,2024-11-12,Uncategorized
